
 displacements (vx,vy,vz) for set LEFT_LOWER_DATUM and time  0.1000000E+01
        30   4  2.149175E+00  7.071469E+01  1.550934E+00  6.998463E+00  1.070405E+00  1.563480E+00
        30   5 -2.184677E+00  5.144600E+01  1.271517E+00  8.533017E-01 -1.064100E+00  6.265855E-01
        30   6  5.202037E+00  7.228335E+01  5.056543E+00  2.856149E-01 -1.049943E+00  8.643275E-01
        30   7 -5.106450E+00  4.965660E+01 -1.771372E+00  7.560855E+00 -9.495584E-01  5.103630E-01
        30   8  1.962684E+00  7.017638E+01  1.272635E+00  6.993168E+00 -9.427525E-01  7.124259E-01
        31   1 -5.699607E+00 -8.280529E+01 -4.655047E+00 -2.060579E-01  9.613567E-01 -1.457993E+00
        31   2  2.685316E+00 -5.893814E+01 -5.724484E-01  3.399168E-01  9.592494E-01 -1.066542E+00
        31   3 -2.640755E+00 -8.082762E+01 -1.121676E+00  7.458746E+00  1.202685E+00 -1.378997E+00
        31   4  5.457300E+00 -5.724734E+01  2.291562E+00  8.004720E+00  1.204887E+00 -1.006850E+00
        31   5 -5.604743E+00 -8.252338E+01 -4.496679E+00 -2.428039E-01 -1.195510E+00 -6.763105E-01
        31   6  2.744716E+00 -5.873041E+01 -4.581191E-01  3.074913E-01 -1.197521E+00 -4.770439E-01
        31   7 -2.525461E+00 -8.054179E+01 -9.706327E-01  7.458557E+00 -1.143586E+00 -5.978857E-01
        31   8  5.539205E+00 -5.703361E+01  2.403410E+00  8.008852E+00 -1.141319E+00 -4.177838E-01
        32   1 -4.969734E+00 -4.737273E+01 -3.448782E+00  5.131340E+00  9.672854E-01 -7.916365E-01
        32   2  3.471703E+00 -2.346815E+01  7.847629E-01  5.403164E+00  9.617838E-01 -4.320330E-01
        32   3 -3.359271E+00 -4.630056E+01 -1.485336E+00  1.278670E+01  1.224922E+00 -7.467898E-01
        32   4  4.791330E+00 -2.268682E+01  2.069594E+00  1.305852E+01  1.220506E+00 -4.084399E-01
        32   5 -4.927827E+00 -4.721773E+01 -3.363738E+00  5.059134E+00 -1.142450E+00 -3.438142E-01
        32   6  3.475125E+00 -2.339426E+01  8.226300E-01  5.332047E+00 -1.147927E+00 -1.790906E-01
        32   7 -3.311538E+00 -4.614583E+01 -1.407007E+00  1.274903E+01 -1.076834E+00 -2.992920E-01
        32   8  4.802683E+00 -2.261109E+01  2.105656E+00  1.302194E+01 -1.081234E+00 -1.556682E-01
        33   1 -4.209759E+00 -1.191084E+01 -2.057877E+00  7.025721E+00  9.660183E-01 -1.736458E-01
        33   2  4.228380E+00  1.198790E+01  2.170505E+00  7.022456E+00  9.663059E-01  1.726775E-01
        33   3 -4.057363E+00 -1.175198E+01 -1.680738E+00  1.467982E+01  1.228242E+00 -1.658221E-01
        33   4  4.087195E+00  1.185318E+01  1.862623E+00  1.467656E+01  1.228419E+00  1.586721E-01
        33   5 -4.193060E+00 -1.187918E+01 -2.037006E+00  6.938533E+00 -1.144688E+00 -6.404202E-02
        33   6  4.205667E+00  1.193638E+01  2.143190E+00  6.935158E+00 -1.144403E+00  8.555297E-02
        33   7 -4.042318E+00 -1.172170E+01 -1.662832E+00  1.462659E+01 -1.076304E+00 -5.627491E-02
        33   8  4.064953E+00  1.180240E+01  1.837298E+00  1.462321E+01 -1.076129E+00  7.164897E-02
        34   1 -3.458261E+00  2.354457E+01 -6.761622E-01  5.410844E+00  9.626403E-01  4.313200E-01
        34   2  4.982916E+00  4.745333E+01  3.552333E+00  5.132058E+00  9.687959E-01  7.916211E-01
        34   3 -4.768262E+00  2.278664E+01 -1.892581E+00  1.306840E+01  1.221476E+00  4.015135E-01
        34   4  3.381844E+00  4.640433E+01  1.656748E+00  1.278961E+01  1.226341E+00  7.404741E-01
        34   5 -3.467437E+00  2.345084E+01 -7.203941E-01  5.339722E+00 -1.149481E+00  2.007984E-01
        34   6  4.935119E+00  4.727819E+01  3.460780E+00  5.059642E+00 -1.143354E+00  3.660597E-01
        34   7 -4.786511E+00  2.269045E+01 -1.935962E+00  1.303175E+01 -1.082827E+00  1.712075E-01
        34   8  3.327080E+00  4.622883E+01  1.570960E+00  1.275167E+01 -1.077982E+00  3.152827E-01
        35   1 -2.674917E+00  5.901689E+01  6.681070E-01  3.485330E-01  9.611385E-01  1.067335E+00
        35   2  5.702154E+00  8.287459E+01  4.733977E+00 -2.054158E-01  9.639573E-01  1.460297E+00
        35   3 -5.441382E+00  5.734740E+01 -2.130390E+00  8.012547E+00  1.207032E+00  1.001262E+00
        35   4  2.648069E+00  8.091748E+01  1.264366E+00  7.458598E+00  1.205370E+00  1.374787E+00
        35   5 -2.740056E+00  5.878885E+01  5.472501E-01  3.161460E-01 -1.200103E+00  4.998542E-01
        35   6  5.601334E+00  8.257189E+01  4.568842E+00 -2.422959E-01 -1.197384E+00  7.001265E-01
        35   7 -5.530070E+00  5.711277E+01 -2.249670E+00  8.016579E+00 -1.144135E+00  4.342597E-01
        35   8  2.525782E+00  8.061027E+01  1.105665E+00  7.458137E+00 -1.145866E+00  6.152356E-01
        36   1 -6.090855E+00 -9.261669E+01 -4.250728E+00 -6.873480E-01  1.167171E+00 -1.324913E+00
        36   2  3.219743E+00 -6.593564E+01  1.035538E-01 -1.451844E-01  1.171974E+00 -9.670097E-01
        36   3 -3.107942E+00 -9.070741E+01 -8.693869E-01  7.912248E+00  1.310345E+00 -1.294166E+00
        36   4  5.934032E+00 -6.429499E+01  2.858104E+00  8.454412E+00  1.318074E+00 -9.443575E-01
        36   5 -6.035598E+00 -9.249869E+01 -4.179834E+00 -7.366891E-01 -1.314158E+00 -5.866273E-01
        36   6  3.260171E+00 -6.584870E+01  1.560775E-01 -1.915909E-01 -1.309326E+00 -4.083613E-01
        36   7 -3.036735E+00 -9.058714E+01 -8.068748E-01  7.917496E+00 -1.347747E+00 -5.561025E-01
        36   8  5.992353E+00 -6.420384E+01  2.906781E+00  8.462594E+00 -1.340009E+00 -3.858730E-01
        37   1 -5.397295E+00 -5.300752E+01 -3.278865E+00  4.630773E+00  1.199677E+00 -7.186076E-01
        37   2  3.973371E+00 -2.627251E+01  1.221680E+00  4.902439E+00  1.195872E+00 -3.978639E-01
        37   3 -3.817779E+00 -5.196598E+01 -1.386576E+00  1.322735E+01  1.354776E+00 -7.022749E-01
        37   4  5.282304E+00 -2.550155E+01  2.482606E+00  1.349901E+01  1.351561E+00 -3.907016E-01
        37   5 -5.389117E+00 -5.295362E+01 -3.249309E+00  4.540740E+00 -1.238590E+00 -2.919462E-01
        37   6  3.965082E+00 -2.625347E+01  1.231202E+00  4.812998E+00 -1.242389E+00 -1.521600E-01
        37   7 -3.805289E+00 -5.191287E+01 -1.363968E+00  1.319080E+01 -1.261533E+00 -2.757316E-01
        37   8  5.280285E+00 -2.548134E+01  2.489751E+00  1.346306E+01 -1.264747E+00 -1.450494E-01
        38   1 -4.675317E+00 -1.334591E+01 -2.133466E+00  6.525103E+00  1.205914E+00 -1.684511E-01
        38   2  4.693619E+00  1.339302E+01  2.357386E+00  6.524167E+00  1.206059E+00  1.375725E-01
        38   3 -4.509977E+00 -1.317872E+01 -1.741494E+00  1.512448E+01  1.364376E+00 -1.681336E-01
        38   4  4.586157E+00  1.328742E+01  2.112818E+00  1.512354E+01  1.364465E+00  1.283599E-01
        38   5 -4.672633E+00 -1.334290E+01 -2.128868E+00  6.418507E+00 -1.236352E+00 -5.576146E-02
        38   6  4.679274E+00  1.335990E+01  2.341358E+00  6.417514E+00 -1.236208E+00  6.781792E-02
        38   7 -4.508734E+00 -1.317702E+01 -1.739838E+00  1.507103E+01 -1.257399E+00 -5.544625E-02
        38   8  4.572345E+00  1.325495E+01  2.098455E+00  1.507004E+01 -1.257310E+00  5.867194E-02
        39   1 -3.963721E+00  2.632221E+01 -1.002079E+00  4.920389E+00  1.196968E+00  3.671235E-01
        39   2  5.413220E+00  5.307712E+01  3.499485E+00  4.643841E+00  1.201143E+00  6.882446E-01
        39   3 -5.225230E+00  2.560835E+01 -2.120126E+00  1.352371E+01  1.352722E+00  3.509986E-01
        39   4  3.881066E+00  5.209261E+01  1.749932E+00  1.324716E+01  1.356229E+00  6.627653E-01
        39   5 -3.966814E+00  2.627298E+01 -1.022970E+00  4.830938E+00 -1.243925E+00  1.643388E-01
        39   6  5.393384E+00  5.299239E+01  3.458283E+00  4.553720E+00 -1.239756E+00  3.044592E-01
        39   7 -5.235452E+00  2.555731E+01 -2.139894E+00  1.348761E+01 -1.266255E+00  1.483306E-01
        39   8  3.856058E+00  5.200803E+01  1.714422E+00  1.321040E+01 -1.262750E+00  2.791643E-01
        40   1 -3.213833E+00  6.600946E+01  1.078570E-01 -1.295259E-01  1.174381E+00  9.370843E-01
        40   2  6.094447E+00  9.269554E+01  4.449381E+00 -6.819750E-01  1.170035E+00  1.295806E+00
        40   3 -5.899648E+00  6.441765E+01 -2.512362E+00  8.473709E+00  1.320708E+00  9.050725E-01
        40   4  3.139627E+00  9.083472E+01  1.201484E+00  7.921260E+00  1.313461E+00  1.255301E+00
        40   5 -3.265750E+00  6.589115E+01  4.357281E-02 -1.758283E-01 -1.312146E+00  4.212017E-01
        40   6  6.027099E+00  9.254476E+01  4.366119E+00 -7.311864E-01 -1.316521E+00  6.000275E-01
        40   7 -5.970093E+00  6.429459E+01 -2.573955E+00  8.481624E+00 -1.342851E+00  3.894215E-01
        40   8  3.055698E+00  9.068114E+01  1.125455E+00  7.926266E+00 -1.350105E+00  5.598162E-01
        41   1 -6.506150E+00 -1.023172E+02 -3.987131E+00 -1.154618E+00  1.371626E+00 -1.258412E+00
        41   2  3.729530E+00 -7.286246E+01  6.770954E-01 -6.142603E-01  1.381312E+00 -9.207850E-01
        41   3 -3.555141E+00 -1.004362E+02 -6.683103E-01  8.360155E+00  1.395877E+00 -1.267934E+00
        41   4  6.422622E+00 -7.123943E+01  3.394110E+00  8.900512E+00  1.407983E+00 -9.295032E-01
        41   5 -6.484428E+00 -1.023368E+02 -3.991445E+00 -1.213503E+00 -1.412986E+00 -5.375469E-01
        41   6  3.753143E+00 -7.287856E+01  6.755832E-01 -6.707201E-01 -1.403306E+00 -3.723216E-01
        41   7 -3.519104E+00 -1.004541E+02 -6.813536E-01  8.371427E+00 -1.557635E+00 -5.469992E-01
        41   8  6.462416E+00 -7.125198E+01  3.388224E+00  8.914210E+00 -1.545553E+00 -3.809767E-01
        42   1 -5.828801E+00 -5.859446E+01 -3.172749E+00  4.157589E+00  1.423640E+00 -6.887176E-01
        42   2  4.469576E+00 -2.907630E+01  1.637010E+00  4.430742E+00  1.420814E+00 -3.923251E-01
        42   3 -4.250356E+00 -5.755693E+01 -1.292776E+00  1.367274E+01  1.456683E+00 -6.970325E-01
        42   4  5.790532E+00 -2.829626E+01  2.916176E+00  1.394589E+01  1.454329E+00 -4.003410E-01
        42   5 -5.850345E+00 -5.862847E+01 -3.192316E+00  4.055590E+00 -1.319549E+00 -2.663561E-01
        42   6  4.449163E+00 -2.910857E+01  1.619484E+00  4.329217E+00 -1.322376E+00 -1.420782E-01
        42   7 -4.267920E+00 -5.759185E+01 -1.319346E+00  1.364040E+01 -1.455107E+00 -2.746108E-01
        42   8  5.775963E+00 -2.832758E+01  2.895995E+00  1.391402E+01 -1.457465E+00 -1.500361E-01
        43   1 -5.131712E+00 -1.480474E+01 -2.191249E+00  6.062505E+00  1.435345E+00 -1.812699E-01
        43   2  5.172325E+00  1.473926E+01  2.611542E+00  6.064501E+00  1.435452E+00  9.895118E-02
        43   3 -4.939411E+00 -1.461639E+01 -1.755722E+00  1.558764E+01  1.470774E+00 -1.891439E-01
        43   4  5.105859E+00  1.466884E+01  2.443278E+00  1.558964E+01  1.470986E+00  9.116576E-02
        43   5 -5.143653E+00 -1.483270E+01 -2.204070E+00  5.943327E+00 -1.314155E+00 -5.733228E-02
        43   6  5.161202E+00  1.471230E+01  2.600454E+00  5.945428E+00 -1.314049E+00  4.992004E-02
        43   7 -4.952275E+00 -1.464551E+01 -1.771493E+00  1.553798E+01 -1.448172E+00 -6.514934E-02
        43   8  5.095685E+00  1.464259E+01  2.433609E+00  1.554008E+01 -1.447961E+00  4.219095E-02
        44   1 -4.453292E+00  2.901899E+01 -1.223960E+00  4.470665E+00  1.421931E+00  3.097672E-01
        44   2  5.869130E+00  5.859830E+01  3.604805E+00  4.195250E+00  1.425114E+00  6.055063E-01
        44   3 -5.669838E+00  2.834784E+01 -2.244573E+00  1.400418E+01  1.455258E+00  3.020054E-01
        44   4  4.395771E+00  5.767034E+01  1.984960E+00  1.372877E+01  1.458223E+00  5.977205E-01
        44   5 -4.455677E+00  2.899613E+01 -1.230331E+00  4.369279E+00 -1.323781E+00  1.345923E-01
        44   6  5.867389E+00  5.857603E+01  3.599985E+00  4.093646E+00 -1.320598E+00  2.586688E-01
        44   7 -5.678045E+00  2.832357E+01 -2.249826E+00  1.397226E+01 -1.458613E+00  1.268867E-01
        44   8  4.390065E+00  5.764852E+01  1.985594E+00  1.369663E+01 -1.455646E+00  2.509393E-01
        45   1 -3.728140E+00  7.288116E+01 -2.596862E-01 -5.804826E-01  1.383969E+00  8.368138E-01
        45   2  6.520551E+00  1.023768E+02  4.406995E+00 -1.135288E+00  1.374926E+00  1.173019E+00
        45   3 -6.357699E+00  7.135027E+01 -2.733088E+00  8.948105E+00  1.410474E+00  8.290186E-01
        45   4  3.634255E+00  1.005892E+02  1.334540E+00  8.393300E+00  1.399424E+00  1.165222E+00
        45   5 -3.774774E+00  7.283991E+01 -2.828050E-01 -6.366035E-01 -1.405932E+00  3.643294E-01
        45   6  6.474594E+00  1.023362E+02  4.385460E+00 -1.193421E+00 -1.414971E+00  5.289228E-01
        45   7 -6.420257E+00  7.130512E+01 -2.753288E+00  8.961438E+00 -1.547570E+00  3.565906E-01
        45   8  3.574232E+00  1.005465E+02  1.320259E+00  8.404620E+00 -1.558601E+00  5.211824E-01
        46   1 -6.928901E+00 -1.119696E+02 -3.769996E+00 -1.620482E+00  1.578344E+00 -1.240958E+00
        46   2  4.223445E+00 -7.978353E+01  1.218453E+00 -1.081812E+00  1.592262E+00 -9.160178E-01
        46   3 -3.980375E+00 -1.100878E+02 -4.458349E-01  8.792693E+00  1.462624E+00 -1.288942E+00
        46   4  6.920305E+00 -7.815339E+01  3.955396E+00  9.331363E+00  1.479013E+00 -9.554055E-01
        46   5 -6.940232E+00 -1.121213E+02 -3.847373E+00 -1.687399E+00 -1.495259E+00 -5.171418E-01
        46   6  4.228863E+00 -7.990124E+01  1.162920E+00 -1.146251E+00 -1.481379E+00 -3.605533E-01
        46   7 -3.977277E+00 -1.102377E+02 -5.319364E-01  8.810263E+00 -1.774779E+00 -5.647785E-01
        46   8  6.941974E+00 -7.826757E+01  3.895387E+00  9.351411E+00 -1.758445E+00 -3.996560E-01
        47   1 -6.259542E+00 -6.419533E+01 -3.075583E+00  3.692486E+00  1.644941E+00 -6.942547E-01
        47   2  4.963143E+00 -3.193002E+01  2.068050E+00  3.968186E+00  1.642981E+00 -4.133268E-01
        47   3 -4.657350E+00 -6.313910E+01 -1.157018E+00  1.411009E+01  1.536204E+00 -7.274079E-01
        47   4  6.316084E+00 -3.112304E+01  3.405030E+00  1.438579E+01  1.534934E+00 -4.380433E-01
        47   5 -6.311472E+00 -6.431817E+01 -3.145034E+00  3.581875E+00 -1.386244E+00 -2.614405E-01
        47   6  4.927686E+00 -3.201947E+01  2.020117E+00  3.858267E+00 -1.388214E+00 -1.472479E-01
        47   7 -4.704580E+00 -6.326261E+01 -1.233368E+00  1.408384E+01 -1.657173E+00 -2.943538E-01
        47   8  6.287130E+00 -3.121135E+01  3.354406E+00  1.436023E+01 -1.658458E+00 -1.717856E-01
        48   1 -5.582857E+00 -1.632943E+01 -2.207898E+00  5.623670E+00  1.660444E+00 -2.142018E-01
        48   2  5.662701E+00  1.600417E+01  2.943697E+00  5.628167E+00  1.660803E+00  4.888974E-02
        48   3 -5.352222E+00 -1.610770E+01 -1.699433E+00  1.606375E+01  1.553325E+00 -2.327829E-01
        48   4  5.644120E+00  1.597668E+01  2.870658E+00  1.606825E+01  1.554066E+00  3.863432E-02
        48   5 -5.612573E+00 -1.639726E+01 -2.242822E+00  5.496112E+00 -1.378205E+00 -7.017255E-02
        48   6  5.649290E+00  1.596934E+01  2.930124E+00  5.500992E+00 -1.377852E+00  2.620860E-02
        48   7 -5.382043E+00 -1.617647E+01 -1.737365E+00  1.602061E+01 -1.647496E+00 -8.861920E-02
        48   8  5.632408E+00  1.594272E+01  2.858283E+00  1.602549E+01 -1.646764E+00  1.602738E-02
        49   1 -4.936125E+00  3.162421E+01 -1.343457E+00  4.052998E+00  1.643362E+00  2.468399E-01
        49   2  6.345628E+00  6.402986E+01  3.856728E+00  3.777059E+00  1.646308E+00  5.245583E-01
        49   3 -6.108067E+00  3.099870E+01 -2.256529E+00  1.451084E+01  1.534177E+00  2.425408E-01
        49   4  4.927004E+00  6.315768E+01  2.368066E+00  1.423490E+01  1.537273E+00  5.282063E-01
        49   5 -4.943626E+00  3.161055E+01 -1.344130E+00  3.943585E+00 -1.389138E+00  1.027404E-01
        49   6  6.353823E+00  6.404784E+01  3.876747E+00  3.667795E+00 -1.386194E+00  2.154482E-01
        49   7 -6.120455E+00  3.098384E+01 -2.256324E+00  1.448559E+01 -1.658829E+00  9.847240E-02
        49   8  4.932098E+00  6.317623E+01  2.393127E+00  1.420980E+01 -1.655736E+00  2.190698E-01
        50   1 -4.233352E+00  7.965871E+01 -4.579843E-01 -1.009862E+00  1.594091E+00  7.428159E-01
        50   2  6.972746E+00  1.119762E+02  4.578170E+00 -1.570130E+00  1.581877E+00  1.061388E+00
        50   3 -6.818015E+00  7.818354E+01 -2.790561E+00  9.441789E+00  1.479375E+00  7.520670E-01
        50   4  4.141095E+00  1.102541E+02  1.669289E+00  8.881520E+00  1.465805E+00  1.078000E+00
        50   5 -4.282115E+00  7.966989E+01 -4.523365E-01 -1.073519E+00 -1.482673E+00  3.128380E-01
        50   6  6.938803E+00  1.120170E+02  4.603638E+00 -1.635148E+00 -1.494866E+00  4.662042E-01
        50   7 -6.881026E+00  7.819128E+01 -2.782156E+00  9.461665E+00 -1.758135E+00  3.220221E-01
        50   8  4.094692E+00  1.102932E+02  1.701683E+00  8.900036E+00 -1.771675E+00  4.826957E-01
        51   1 -7.345004E+00 -1.216054E+02 -3.519986E+00 -2.090646E+00  1.789676E+00 -1.265508E+00
        51   2  4.698909E+00 -8.675961E+01  1.780585E+00 -1.554359E+00  1.808147E+00 -9.481005E-01
        51   3 -4.378461E+00 -1.197009E+02 -1.380496E-01  9.197897E+00  1.513050E+00 -1.353913E+00
        51   4  7.417077E+00 -8.510344E+01  4.582980E+00  9.734184E+00  1.534576E+00 -1.020915E+00
        51   5 -7.392138E+00 -1.218964E+02 -3.674656E+00 -2.164800E+00 -1.562461E+00 -5.224052E-01
        51   6  4.682105E+00 -8.698902E+01  1.665424E+00 -1.625450E+00 -1.544074E+00 -3.714514E-01
        51   7 -4.409374E+00 -1.199895E+02 -3.010409E-01  9.221618E+00 -1.999570E+00 -6.101705E-01
        51   8  7.418292E+00 -8.532869E+01  4.463691E+00  9.760968E+00 -1.978150E+00 -4.437394E-01
        52   1 -6.695282E+00 -6.987595E+01 -2.946545E+00  3.232990E+00  1.868191E+00 -7.326320E-01
        52   2  5.449045E+00 -3.488714E+01  2.545731E+00  3.509121E+00  1.867583E+00 -4.613688E-01
        52   3 -5.059032E+00 -6.878652E+01 -9.513507E-01  1.454262E+01  1.597853E+00 -7.938537E-01
        52   4  6.840948E+00 -3.404205E+01  3.970782E+00  1.481875E+01  1.598391E+00 -5.065073E-01
        52   5 -6.781600E+00 -7.009909E+01 -3.072014E+00  3.116172E+00 -1.438380E+00 -2.768552E-01
        52   6  5.393688E+00 -3.504706E+01  2.460252E+00  3.393451E+00 -1.439021E+00 -1.693673E-01
        52   7 -5.139281E+00 -6.900986E+01 -1.083583E+00  1.452432E+01 -1.866536E+00 -3.376338E-01
        52   8  6.793428E+00 -3.420041E+01  3.882666E+00  1.480160E+01 -1.866039E+00 -2.141791E-01
        53   1 -6.047317E+00 -1.796823E+01 -2.164600E+00  5.208654E+00  1.886148E+00 -2.702056E-01
        53   2  6.150646E+00  1.715953E+01  3.367518E+00  5.206930E+00  1.887367E+00 -1.920126E-02
        53   3 -5.796468E+00 -1.771397E+01 -1.567905E+00  1.656052E+01  1.616358E+00 -3.035900E-01
        53   4  6.159128E+00  1.717142E+01  3.398690E+00  1.655879E+01  1.618077E+00 -3.655640E-02
        53   5 -6.100544E+00 -1.809075E+01 -2.229660E+00  5.075720E+00 -1.427403E+00 -9.761100E-02
        53   6  6.128244E+00  1.709998E+01  3.342239E+00  5.074496E+00 -1.426197E+00 -9.056985E-03
        53   7 -5.849848E+00 -1.783761E+01 -1.636571E+00  1.652636E+01 -1.853712E+00 -1.307538E-01
        53   8  6.138327E+00  1.711250E+01  3.373897E+00  1.652514E+01 -1.852011E+00 -2.628654E-02
        54   1 -5.429739E+00  3.411760E+01 -1.353631E+00  3.660848E+00  1.865215E+00  1.688406E-01
        54   2  6.825321E+00  6.935924E+01  4.254927E+00  3.376223E+00  1.868696E+00  4.315760E-01
        54   3 -6.577390E+00  3.353358E+01 -2.152694E+00  1.504082E+01  1.591816E+00  1.628838E-01
        54   4  5.439898E+00  6.853745E+01  2.901063E+00  1.475620E+01  1.595610E+00  4.407309E-01
        54   5 -5.449577E+00  3.409458E+01 -1.358738E+00  3.545678E+00 -1.438809E+00  6.119644E-02
        54   6  6.834800E+00  6.939585E+01  4.287924E+00  3.261366E+00 -1.435336E+00  1.645784E-01
        54   7 -6.602159E+00  3.350912E+01 -2.157691E+00  1.502372E+01 -1.865702E+00  5.528279E-02
        54   8  5.446167E+00  6.857433E+01  2.938184E+00  1.473941E+01 -1.861919E+00  1.736670E-01
        55   1 -4.745188E+00  8.634058E+01 -4.892321E-01 -1.425678E+00  1.806689E+00  6.381775E-01
        55   2  7.443728E+00  1.215165E+02  4.964579E+00 -1.995306E+00  1.792551E+00  9.398877E-01
        55   3 -7.292123E+00  8.492167E+01 -2.672002E+00  9.954504E+00  1.527604E+00  6.580534E-01
        55   4  4.659639E+00  1.198604E+02  2.228449E+00  9.384876E+00  1.512635E+00  9.739423E-01
        55   5 -4.804007E+00  8.638139E+01 -4.671157E-01 -1.495880E+00 -1.541802E+00  2.546857E-01
        55   6  7.412807E+00  1.216136E+02  5.023355E+00 -2.066341E+00 -1.555917E+00  3.974814E-01
        55   7 -7.364096E+00  8.495921E+01 -2.647627E+00  9.981433E+00 -1.974013E+00  2.744178E-01
        55   8  4.617279E+00  1.199560E+02  2.293489E+00  9.410972E+00 -1.988953E+00  4.312896E-01
        56   1 -7.745908E+00 -1.312458E+02 -3.177808E+00 -2.552753E+00  2.006491E+00 -1.327154E+00
        56   2  5.134499E+00 -9.387539E+01  2.386478E+00 -2.019345E+00  2.030783E+00 -1.013181E+00
        56   3 -4.749983E+00 -1.293062E+02  2.916796E-01  9.571539E+00  1.549344E+00 -1.460760E+00
        56   4  7.883553E+00 -9.218264E+01  5.279934E+00  1.010495E+01  1.577844E+00 -1.124800E+00
        56   5 -7.833061E+00 -1.316923E+02 -3.417945E+00 -2.632699E+00 -1.616026E+00 -5.548191E-01
